Price,Close,High,Low,Open,Volume
Ticker,AMGN,AMGN,AMGN,AMGN,AMGN
Date,,,,,
2024-02-02,313.7109680175781,316.2152846082639,311.3425298787852,314.14778154528955,2585600
2024-02-05,312.5267639160156,320.04945985404134,308.391698347007,314.04100743825603,3563300
2024-02-06,306.7998352050781,317.37042165527043,305.51854302247506,315.8561780294716,5767400
2024-02-07,287.1922607421875,306.25624256183903,286.6098525488203,306.25624256183903,8411300
2024-02-08,286.2021789550781,289.2597848503024,280.3102024025839,288.28911443134166,5946100
2024-02-09,282.5815734863281,286.3477795295731,281.2129246125194,286.20218488821274,3341100
2024-02-12,285.7944641113281,285.95949110477227,280.3878231510975,281.4652826435666,3298500
2024-02-13,281.9603271484375,286.85248426653146,278.47562423047674,285.96917071458205,3610100
2024-02-14,281.5623779296875,282.3389024224498,279.11626949471605,281.3779481787171,2617300
2024-02-15,282.78521728515625,284.03738708401823,279.3906587895884,281.6210871767514,2902000
2024-02-16,277.531982421875,281.4547791871035,277.11130852619215,281.4547791871035,3595700
2024-02-20,277.3460693359375,279.09713050831687,274.4504027598512,277.6786736343908,3402000
2024-02-21,277.2971496582031,279.56671657270704,274.69497843186195,278.64715118241804,1934300
2024-02-22,278.97979736328125,279.5080653985779,275.1841489876037,276.3385168949682,2992700
2024-02-23,282.8927917480469,285.8862604319725,279.79172895684223,280.2906205014426,2462400
2024-02-26,280.1438903808594,283.5677952348989,279.22432497459084,282.01236775512496,2448900
2024-02-27,272.4352111816406,275.10586774262714,271.06565519680703,273.0319644150104,3353700
2024-02-28,271.4276123046875,274.33304142854,271.06566141333224,272.9243467106672,3027000
2024-02-29,267.87652587890625,273.74607718478296,267.48522842933085,272.4645608713264,5863400
2024-03-01,274.2351989746094,275.80041858426785,268.90370792975153,270.48848196242636,3772700
2024-03-04,273.315673828125,279.67435447789086,271.61348363033494,277.1015296844863,2470300
2024-03-05,270.63519287109375,273.6678000217754,269.0406268288988,273.5406216472575,3064000
2024-03-06,270.5765380859375,272.90479829182124,268.5808822160254,269.3928535587912,2240200
2024-03-07,266.9276123046875,270.79174549973527,263.7189254706985,270.2928240883933,4066300
2024-03-08,267.79827880859375,270.5471829534257,266.0961184801576,266.8787133807053,2250800
2024-03-11,269.3732604980469,272.1417489179714,267.05479250689643,268.5417646122688,1851000
2024-03-12,270.5276184082031,272.1026002892048,268.17980394032054,270.8308761598753,1738700
2024-03-13,269.98956298828125,272.5036945832469,269.226522526651,272.1319515640279,1641000
2024-03-14,265.6363525390625,271.20264644386464,264.5700542317532,270.8211112542515,2370500
2024-03-15,263.0243835449219,269.1971928883211,262.33962044117396,266.1743774135951,8794200
2024-03-18,265.0102233886719,267.63194902060445,263.35696412468087,264.1297967038086,3608300
2024-03-19,265.82220458984375,267.22110714110676,263.6504694306046,264.305885936013,3037500
2024-03-20,267.11346435546875,267.14281091552243,263.38630195825414,265.313472345991,2564500
2024-03-21,270.9286804199219,271.8775922781902,268.42434126174356,268.6591137284235,2489400
2024-03-22,270.1656799316406,272.23958330434186,269.1189361063736,271.35915657024367,2303100
