Price,Close,High,Low,Open,Volume
Ticker,WDAY,WDAY,WDAY,WDAY,WDAY
Date,,,,,
2024-02-02,294.739990234375,295.3900146484375,292.2200012207031,292.8800048828125,1348100
2024-02-05,291.7300109863281,294.7900085449219,288.8399963378906,294.5799865722656,1063600
2024-02-06,288.6300048828125,293.0,284.6300048828125,293.0,1186400
2024-02-07,294.4200134277344,295.989990234375,289.0,291.3399963378906,1208100
2024-02-08,298.6499938964844,299.4599914550781,293.45001220703125,295.55999755859375,1086400
2024-02-09,304.8900146484375,308.95001220703125,299.1700134277344,300.0,1891800
2024-02-12,299.0899963378906,304.1700134277344,298.1700134277344,301.760009765625,1296000
2024-02-13,296.75,301.4700012207031,290.30999755859375,292.2099914550781,1616600
2024-02-14,302.239990234375,303.7699890136719,298.3900146484375,299.4100036621094,1475900
2024-02-15,305.0899963378906,306.25,301.3900146484375,304.5400085449219,1752300
2024-02-16,302.6700134277344,306.57000732421875,302.1400146484375,306.57000732421875,1406900
2024-02-20,301.9800109863281,304.8299865722656,297.42999267578125,303.0,1595000
2024-02-21,298.9599914550781,299.54998779296875,294.67999267578125,299.54998779296875,1225200
2024-02-22,306.6199951171875,308.9800109863281,303.55999755859375,308.5799865722656,1778900
2024-02-23,305.8800048828125,309.8599853515625,304.42999267578125,309.1000061035156,1463600
2024-02-26,307.2099914550781,311.2799987792969,306.6000061035156,308.0,4568000
2024-02-27,295.04998779296875,304.7900085449219,292.57000732421875,292.5899963378906,5858400
2024-02-28,295.1600036621094,295.9200134277344,289.7900085449219,294.2099914550781,2120000
2024-02-29,294.6600036621094,298.5,290.4800109863281,296.8900146484375,3206500
2024-03-01,291.9200134277344,296.44000244140625,289.25,295.8800048828125,4146500
2024-03-04,273.0199890136719,279.3599853515625,272.2799987792969,279.0,8220800
2024-03-05,266.739990234375,270.8999938964844,262.55999755859375,270.739990234375,4730000
2024-03-06,266.92999267578125,270.95001220703125,263.5799865722656,268.29998779296875,2772100
2024-03-07,264.739990234375,269.3900146484375,264.5,266.79998779296875,2671900
2024-03-08,264.32000732421875,269.19000244140625,263.69000244140625,264.32000732421875,2448000
2024-03-11,266.7200012207031,269.8599853515625,263.1199951171875,263.94000244140625,2233800
2024-03-12,271.2099914550781,272.6099853515625,267.0799865722656,267.0799865722656,2037700
2024-03-13,269.7300109863281,272.95001220703125,269.0299987792969,272.9100036621094,1656300
2024-03-14,272.0400085449219,272.5,267.8299865722656,271.2900085449219,1385500
2024-03-15,268.2699890136719,270.8599853515625,266.79998779296875,269.29998779296875,3321800
2024-03-18,272.6000061035156,273.3399963378906,269.2300109863281,270.6499938964844,1720700
2024-03-19,273.239990234375,274.3699951171875,269.010009765625,271.67999267578125,1370100
2024-03-20,276.4100036621094,277.1499938964844,270.8699951171875,273.0,1641500
2024-03-21,276.489990234375,280.260009765625,275.5299987792969,278.29998779296875,1648800
2024-03-22,277.5,279.25,274.260009765625,275.5,1542700
2024-03-25,275.67999267578125,278.1400146484375,274.0,277.70001220703125,1331300
2024-03-26,277.3800048828125,278.3299865722656,275.5199890136719,277.4800109863281,1039600
2024-03-27,273.6199951171875,279.989990234375,270.4700012207031,278.45001220703125,1681500
2024-03-28,272.75,275.8699951171875,272.44000244140625,274.0799865722656,1242200
2024-04-01,272.44000244140625,273.42999267578125,269.3599853515625,272.7699890136719,1333900
2024-04-02,271.6600036621094,273.239990234375,266.5400085449219,268.8800048828125,1588600
2024-04-03,268.8299865722656,272.6600036621094,268.7099914550781,270.1099853515625,1208400
2024-04-04,269.0799865722656,275.760009765625,269.0799865722656,272.5,1470600
2024-04-05,268.32000732421875,269.7200012207031,265.5400085449219,269.510009765625,1464300
2024-04-08,268.6099853515625,270.260009765625,266.3800048828125,267.55999755859375,1623300
2024-04-09,271.1000061035156,271.95001220703125,266.82000732421875,269.04998779296875,1235400
2024-04-10,266.8599853515625,270.0,265.0,267.1700134277344,1459100
2024-04-11,268.4700012207031,269.67999267578125,264.8599853515625,268.29998779296875,1103400
2024-04-12,263.69000244140625,267.6000061035156,263.3800048828125,265.3800048828125,1251100
2024-04-15,259.6300048828125,266.1499938964844,257.8399963378906,264.8299865722656,1367800
2024-04-16,257.69000244140625,260.20001220703125,256.7099914550781,259.70001220703125,2052500
2024-04-17,257.0199890136719,260.2799987792969,256.9200134277344,258.8900146484375,1258400
2024-04-18,255.63999938964844,258.25,254.27999877929688,257.3800048828125,1259500
2024-04-19,252.22000122070312,256.3599853515625,250.52000427246094,255.42999267578125,1535300
2024-04-22,253.52999877929688,254.82000732421875,251.0,254.35000610351562,1099100
2024-04-23,256.82000732421875,259.3399963378906,255.24000549316406,256.1400146484375,1286400
2024-04-24,255.74000549316406,258.94000244140625,254.42999267578125,257.989990234375,1163500
2024-04-25,254.05999755859375,256.95001220703125,250.58999633789062,254.0500030517578,1446100
