Price,Close,High,Low,Open,Volume
Ticker,DASH,DASH,DASH,DASH,DASH
Date,,,,,
2024-02-02,109.5,109.98999786376953,105.1989974975586,107.08000183105469,2561300
2024-02-05,108.12000274658203,109.0250015258789,107.12000274658203,108.37999725341797,2383000
2024-02-06,112.33999633789062,113.37000274658203,108.2300033569336,109.70999908447266,4109800
2024-02-07,114.33000183105469,117.05999755859375,112.0199966430664,112.33999633789062,5495400
2024-02-08,118.30000305175781,119.30000305175781,115.31700134277344,116.31999969482422,3580000
2024-02-09,119.30999755859375,119.79000091552734,118.0,119.18000030517578,3037400
2024-02-12,118.44000244140625,120.56999969482422,118.02999877929688,118.47000122070312,3625200
2024-02-13,116.38999938964844,117.66000366210938,113.29000091552734,114.7300033569336,3498500
2024-02-14,120.01000213623047,120.33499908447266,117.76000213623047,119.2699966430664,4945400
2024-02-15,126.2699966430664,126.6500015258789,118.5,118.58999633789062,9254500
2024-02-16,116.01000213623047,116.86000061035156,109.0,111.87999725341797,19460100
2024-02-20,115.4800033569336,115.63999938964844,110.50499725341797,115.01000213623047,7963400
2024-02-21,114.69000244140625,117.19999694824219,112.88999938964844,115.22000122070312,3487600
2024-02-22,121.41000366210938,124.04000091552734,120.0199966430664,122.38999938964844,7053000
2024-02-23,121.76000213623047,123.87000274658203,120.04000091552734,121.19999694824219,3034400
2024-02-26,119.88999938964844,121.26000213623047,118.61000061035156,121.25,3114600
2024-02-27,123.69999694824219,124.19000244140625,120.26000213623047,120.95999908447266,2926100
2024-02-28,122.44000244140625,124.30500030517578,121.63999938964844,122.54000091552734,2132500
2024-02-29,124.56999969482422,124.83000183105469,122.70999908447266,123.3499984741211,3371600
2024-03-01,127.43000030517578,129.60000610351562,124.5,124.5,4456400
2024-03-04,132.39999389648438,134.42999267578125,131.27499389648438,132.00999450683594,5649500
2024-03-05,130.89999389648438,132.5749969482422,129.2100067138672,131.2100067138672,3723600
2024-03-06,132.1300048828125,133.3800048828125,129.92999267578125,133.08999633789062,3942800
2024-03-07,133.1999969482422,134.13999938964844,131.9219970703125,133.52999877929688,2898800
2024-03-08,131.8000030517578,134.74000549316406,129.30999755859375,133.35000610351562,4138600
2024-03-11,128.77000427246094,131.4199981689453,127.8499984741211,131.25,3529200
2024-03-12,130.4499969482422,131.4149932861328,128.25,128.77000427246094,3959400
2024-03-13,132.4199981689453,133.26499938964844,129.9499969482422,130.08999633789062,3159500
2024-03-14,132.5500030517578,133.9600067138672,130.29200744628906,132.3000030517578,3145800
2024-03-15,130.5500030517578,134.8000030517578,130.3699951171875,133.64999389648438,4411100
2024-03-18,129.5800018310547,132.89999389648438,128.30999755859375,132.89999389648438,3823800
2024-03-19,130.8300018310547,130.87600708007812,127.23500061035156,128.57000732421875,3697800
2024-03-20,137.91000366210938,138.0,131.0500030517578,131.25,3141500
2024-03-21,136.75999450683594,140.0,136.67999267578125,139.89999389648438,2532900
2024-03-22,137.24000549316406,137.75,135.7100067138672,136.80999755859375,1387100
2024-03-25,137.82000732421875,138.89999389648438,136.74000549316406,137.0500030517578,2162800
2024-03-26,140.25999450683594,140.92999267578125,138.08999633789062,138.44000244140625,3506600
2024-03-27,138.8800048828125,143.33999633789062,138.0500030517578,142.5500030517578,2171900
2024-03-28,137.72000122070312,140.0,137.60000610351562,139.14999389648438,3054700
2024-04-01,138.25,139.60499572753906,137.11000061035156,137.91000366210938,2358400
2024-04-02,137.5,138.61000061035156,135.01499938964844,136.44000244140625,2572800
2024-04-03,138.77999877929688,140.1999969482422,136.3300018310547,136.97000122070312,2365100
2024-04-04,134.61000061035156,142.75999450683594,134.4499969482422,141.60000610351562,2669100
2024-04-05,139.55999755859375,139.75,134.69000244140625,135.69000244140625,2534400
2024-04-08,137.42999267578125,139.6199951171875,135.85000610351562,139.0,1843100
2024-04-09,136.77000427246094,138.0,133.64999389648438,136.99000549316406,2546200
2024-04-10,137.17999267578125,137.4499969482422,132.3000030517578,133.0,3178400
2024-04-11,140.9499969482422,141.19000244140625,138.36000061035156,138.89999389648438,2565400
2024-04-12,138.3800048828125,139.86000061035156,137.1999969482422,139.74000549316406,1997200
2024-04-15,132.89999389648438,140.3699951171875,131.91000366210938,139.02000427246094,2776500
2024-04-16,133.83999633789062,134.64999389648438,132.22000122070312,133.0500030517578,1887400
2024-04-17,130.89999389648438,136.07000732421875,129.77999877929688,136.07000732421875,2554100
2024-04-18,130.10000610351562,133.00999450683594,129.67999267578125,131.24000549316406,2705600
2024-04-19,127.18000030517578,130.48500061035156,125.05000305175781,130.08999633789062,4547400
2024-04-22,127.2699966430664,131.11000061035156,124.7699966430664,128.4600067138672,3954600
2024-04-23,129.36000061035156,131.10000610351562,127.27999877929688,128.97999572753906,2995800
2024-04-24,126.76000213623047,130.8000030517578,126.70999908447266,130.0,4310300
2024-04-25,128.11000061035156,128.19000244140625,124.3219985961914,124.75,5904300
2024-04-26,132.11000061035156,133.4250030517578,127.50900268554688,127.9000015258789,3851200
2024-04-29,132.1199951171875,133.73500061035156,130.52499389648438,131.69000244140625,3383800
2024-04-30,129.25999450683594,133.01199340820312,128.8800048828125,130.71400451660156,2845600
2024-05-01,127.45999908447266,132.52999877929688,126.94999694824219,128.14999389648438,7274500
2024-05-02,114.30999755859375,117.77999877929688,109.05999755859375,117.25,22134800
2024-05-03,113.80999755859375,116.74700164794922,112.88999938964844,116.4800033569336,6210800
2024-05-06,117.58999633789062,117.7300033569336,113.75,114.44000244140625,3938300
2024-05-07,115.55999755859375,116.47000122070312,112.87000274658203,114.4800033569336,5140300
2024-05-08,113.0199966430664,113.97000122070312,110.0999984741211,113.52999877929688,4524600
2024-05-09,116.16999816894531,116.36000061035156,112.71399688720703,113.0,4122300
2024-05-10,114.83999633789062,117.20999908447266,114.0999984741211,116.72000122070312,4407000
2024-05-13,116.51000213623047,116.86000061035156,114.0999984741211,115.37000274658203,4717100
2024-05-14,114.68000030517578,117.95999908447266,114.5,116.34500122070312,4910300
2024-05-15,116.27999877929688,116.44999694824219,113.16000366210938,116.22000122070312,3368400
2024-05-16,116.16000366210938,116.7699966430664,114.75,115.19000244140625,2745800
2024-05-17,117.43000030517578,117.87999725341797,115.83000183105469,116.27999877929688,3717100
2024-05-20,113.95999908447266,117.80999755859375,112.19000244140625,117.80999755859375,7760700
2024-05-21,112.81999969482422,114.70999908447266,112.0199966430664,114.70999908447266,2705900
2024-05-22,111.62999725341797,114.30000305175781,110.62999725341797,113.0199966430664,2819600
2024-05-23,110.38999938964844,112.5,109.43000030517578,112.19000244140625,3590600
2024-05-24,112.83000183105469,113.36000061035156,110.80999755859375,111.1500015258789,2849700
2024-05-28,112.44000244140625,113.69999694824219,110.7249984741211,113.3499984741211,3390100
2024-05-29,111.73999786376953,113.41000366210938,111.11499786376953,111.87000274658203,4716700
