Price,Close,High,Low,Open,Volume
Ticker,FAST,FAST,FAST,FAST,FAST
Date,,,,,
2024-02-02,69.08648681640625,69.37984321193996,68.19662192401594,68.38241953024091,4296700
2024-02-05,67.92281341552734,69.1451502696663,67.78591228470795,68.95935268046051,3752600
2024-02-06,67.94237518310547,68.17706177083642,67.44365965619411,67.92281361547249,3516800
2024-02-07,67.92281341552734,68.7735625518068,67.85436285011765,68.53886850421463,3212700
2024-02-08,67.72724914550781,68.16728747193423,67.47300096595666,67.95215497081809,2659300
2024-02-09,68.47042846679688,68.50954414740998,67.62946744555128,67.76636859742057,2694400
2024-02-12,68.46064758300781,68.71488828809132,68.12816806478355,68.34330055412529,2891000
2024-02-13,67.39476776123047,68.03038446240434,66.94494866239042,67.83481353614435,3738300
2024-02-14,68.57798767089844,68.6268841317747,67.63923381438333,67.79569652074542,2716500
2024-02-15,68.59754943847656,68.80290114575818,67.97171353231757,68.57798786984831,2537300
2024-02-16,68.68555450439453,69.10603870565177,68.49976436468961,68.74423175005887,3083300
2024-02-20,68.52909851074219,68.97891759965535,68.07927942182903,68.84201646218406,3099400
2024-02-21,68.77356719970703,68.9398032325721,68.3530829950437,68.63666605963549,1981700
2024-02-22,70.46528625488281,70.68041877664933,69.18427937052306,69.27228406003469,4971800
2024-02-23,70.58262634277344,70.99332977444398,70.0252409824912,70.79775884333023,2444600
2024-02-26,71.38447570800781,71.57027330613147,70.38705206979927,70.59240377588478,5156400
2024-02-27,71.53115844726562,71.64849801748286,71.13022835421663,71.53115844726562,3271200
2024-02-28,71.93208312988281,71.9711988079209,71.23779663095047,71.53116048595975,2182900
2024-02-29,71.39425659179688,72.35256455486524,70.8662061494612,72.02987327945382,4778700
2024-03-01,71.22801208496094,71.41380968069222,70.50439073085053,71.38447478885094,3268300
2024-03-04,73.1348648071289,74.13228846913209,72.0200941128978,72.02987489738827,5814500
2024-03-05,72.69482421875,73.67269384209969,72.48947249311294,72.83173282972786,3655200
2024-03-06,72.6752700805664,73.37933740279193,72.12766547908129,72.51881482037915,3614700
2024-03-07,74.2594223022461,74.56255950103721,73.1446515176978,73.22287541830138,3853600
2024-03-08,73.9562759399414,74.89502987054719,73.88782536564368,74.44521074508314,3217200
2024-03-11,72.6752700805664,73.98561925483129,72.05921490389564,73.9562768992776,3279600
2024-03-12,73.5944595336914,73.77047633942219,72.6459249395062,72.8121609614319,2407000
2024-03-13,73.37933349609375,73.82915260344444,73.15442021214203,73.64335499759531,2590700
2024-03-14,73.604248046875,74.07362877920863,72.9588579330391,74.01495898537455,2885600
2024-03-15,73.36954498291016,73.96604595517381,73.06640783523753,73.38910655017727,10806700
2024-03-18,74.02471923828125,75.04170442828205,73.9171529948786,74.07361569821057,3342600
2024-03-19,74.5234375,74.62122296287606,73.74114633643899,73.92693647773771,2924800
2024-03-20,75.94135284423828,76.00980341432535,74.2985317015961,74.7581241232935,3538600
2024-03-21,76.68453216552734,77.29081400272602,75.88267939274353,75.88267939274353,3061100
2024-03-22,76.3716049194336,76.90943611782022,76.10758344239511,76.87032044334191,2344900
2024-03-25,75.30574035644531,76.23471349680683,75.01237649077693,76.14670881343812,2768600
2024-03-26,75.08081817626953,75.755550511097,75.03192917814786,75.44263257302018,2189400
2024-03-27,75.56975555419922,75.79466882716336,74.91458476423121,75.69688336696032,2516100
2024-03-28,75.43285369873047,76.55740513172648,75.32528745536679,75.66754029309106,3016900
2024-04-01,74.89502716064453,75.4328584110615,74.50388529912614,75.4133043022067,2835900
2024-04-02,74.6114501953125,75.23728611504887,74.4647682696284,74.8559175846018,3251500
2024-04-03,74.66033172607422,74.97324965463078,74.28874401733577,74.45498003488571,3209200
2024-04-04,73.50645446777344,75.42307794747424,73.40866900197751,75.18839133745347,3975200
2024-04-05,74.93414306640625,75.16883713669316,73.7998182355641,73.88782291650708,3697800
2024-04-08,74.21052551269531,74.96348930457724,74.13229415187973,74.6310097513876,3104600
2024-04-09,74.22029876708984,74.88525034544588,73.02729674763762,74.55277082599164,4195600
2024-04-10,73.08597564697266,73.995394721076,72.88062391547234,73.89760924805965,6406000
2024-04-11,68.3335189819336,71.80495874234872,67.91303479231051,70.7293037685962,11051700
2024-04-12,68.89089965820312,69.39939594929966,67.71745930429883,68.00104233961193,6027000
2024-04-15,67.85437774658203,69.88834850893113,67.58057542483382,69.73188577618717,4439800
2024-04-16,67.26764678955078,68.26507044123198,67.13074565031125,68.06949951676197,3976200
2024-04-17,66.96450805664062,67.69791019712687,66.37778037580972,67.69791019712687,4217200
2024-04-18,66.00619506835938,67.50233429622043,65.86929392728402,67.3752139396655,3583500
2024-04-19,66.07464599609375,66.59291567018826,65.81062449703619,66.17243146016867,3785000
2024-04-22,65.95730590820312,66.44624074061547,65.71283849199696,66.30933958438429,2868600
2024-04-23,66.01597595214844,66.64181187244901,65.96707949002544,66.4560142690448,3659600
2024-04-24,66.62577819824219,67.08804861558771,65.69140725111164,65.77009317404335,3087400
2024-04-25,67.01919555664062,67.28475865172831,65.85860453935504,66.63561108942694,2711300
2024-04-26,67.04869842529297,67.47162583557488,66.56676033112579,66.63560863029254,2802000
2024-04-29,67.35360717773438,67.68801107174112,66.92084213475896,67.45196082280094,2823200
2024-04-30,66.8224868774414,67.51096988019819,66.7831439195836,67.33393032178903,3076800
2024-05-01,67.05853271484375,67.64866203613464,66.61593759985095,66.82248248710769,3335400
2024-05-02,66.97001647949219,67.44212449025684,66.35038175027195,67.3831138028746,3080500
2024-05-03,67.3044204711914,67.81586388128156,66.90116080808644,67.37326876685549,2592900
2024-05-06,65.64221954345703,67.2060702002782,65.61271420153807,67.1372219011667,5403600
