Price,Close,High,Low,Open,Volume
Ticker,EXC,EXC,EXC,EXC,EXC
Date,,,,,
2024-02-02,32.97541809082031,33.311414373767015,32.58182516545897,33.311414373767015,5819500
2024-02-05,32.274627685546875,32.860217906026676,32.2362311484022,32.581821954971595,6336100
2024-02-06,32.55302810668945,32.783425671417795,32.121034961601964,32.274632117405844,6444500
2024-02-07,32.73542404174805,32.88902119969588,32.31303277290279,32.74502592402016,6946600
2024-02-08,32.39943313598633,32.620228833467614,32.1882356592454,32.620228833467614,5935400
2024-02-09,32.4858283996582,32.54342870425887,32.015435067198375,32.293831046367565,6520400
2024-02-12,33.004215240478516,33.11941217048168,32.2362296037168,32.43782514673343,7862500
2024-02-13,32.82181930541992,33.27301251275728,32.15943231634475,33.04261496844498,9168800
2024-02-14,32.75461959838867,33.109815952258664,32.677822861095564,32.87941841629014,6822200
2024-02-15,33.46501541137695,33.5418121641999,32.927423493435015,32.93702537631622,5052500
2024-02-16,33.51300811767578,33.73380377965569,33.0522166932771,33.36900919540663,7831000
2024-02-20,33.3402099609375,33.925800191098254,33.29221154217973,33.503408979167446,6695100
2024-02-21,34.760990142822266,35.000985938332576,34.079402962463845,34.25220022819488,12107200
2024-02-22,34.588191986083984,34.75139102709043,33.96420513105849,34.588191986083984,7518300
2024-02-23,34.6841926574707,34.95298677089131,34.4249967643672,34.44419686704655,4552300
2024-02-26,34.204193115234375,34.62658428972861,33.877798769747464,34.62658428972861,6997400
2024-02-27,34.760990142822266,34.94338929111904,34.3001986548879,34.44419759701217,6158500
2024-02-28,34.367393493652344,34.87618701568116,34.24259466801756,34.60738926338741,5618800
2024-02-29,34.40578842163086,34.82817959328001,34.19459100478415,34.50178524999158,11354100
2024-03-01,34.43490219116211,34.5610346931305,33.9400621560027,34.17292870806977,4947100
2024-03-04,35.12379455566406,35.201414274785044,34.221442650491156,34.28936129270517,5248600
2024-03-05,35.19171142578125,35.890307369133964,35.05587414819338,35.172305571656096,9773800
2024-03-06,35.57981872558594,35.63803629012316,35.24022551900634,35.24022551900634,5743400
2024-03-07,35.73506546020508,36.15227838366336,35.60892925471954,35.900009673980634,5659300
2024-03-08,35.8611946105957,35.977629728441585,35.44397802486796,35.90000631654433,6904700
2024-03-11,36.08435821533203,36.27841305372248,35.647739455563766,35.98733264678091,5064000
2024-03-12,35.90970993041992,36.00673920214934,35.68654815737465,35.90000885389111,11600300
2024-03-13,35.89031219482422,36.30752516010334,35.851500481355416,36.1037692163252,8789100
2024-03-14,35.482791900634766,35.97763192851986,35.288737060312926,35.85149572711744,9924900
2024-03-15,35.395469665527344,35.83209215878276,35.133496169574094,35.46338830877947,17634800
2024-03-18,35.511898040771484,35.88060185904716,35.29844105232821,35.45368418087247,7371100
2024-03-19,35.715660095214844,35.90001016630774,35.41487489379006,35.42457597067352,6947300
2024-03-20,35.47309112548828,36.02614501926553,35.2693315057112,35.54100976498456,5654600
2024-03-21,35.929115295410156,36.07465735037787,35.4439800472354,35.55071039403996,6612800
2024-03-22,35.608924865722656,36.171679780093,35.58951901332535,36.171679780093,5160900
2024-03-25,35.75446701049805,35.86119735939376,35.482792450609516,35.65744143947737,5381600
2024-03-26,35.47309112548828,35.861197108140104,35.434279416836624,35.676847043977105,5883000
2024-03-27,36.2007942199707,36.21049529654659,35.67684725395437,35.754466970426265,7988300
2024-03-28,36.453060150146484,36.57919634376058,36.07465527059219,36.12316805235515,5855300
2024-04-01,36.1231689453125,36.57919724799086,35.95822474298345,36.57919724799086,4857000
2024-04-02,36.462764739990234,36.55979030301781,35.948518892337745,35.967924745200854,7306800
2024-04-03,36.103763580322266,36.569492965378736,36.094062504113815,36.50157432805518,4792200
2024-04-04,36.113468170166016,36.53068476943602,35.85149469844149,36.443360278861185,4348600
